N,Identifier,dist(asec),prob. member,link ref,Mag U,Mag B,Mag V,Mag R,"#ref 
1850 - 2019"
3137,M31GC J004457+414802,2427.76,100,2009AJ....137...94C,21.46,,19.09,,11
2077,M31GC J004500+413339,1849.68,75,2010MNRAS.402..803P,20.05,,19.36,,11
2078,M31GC J004500+413339,1849.68,100,2008PASP..120....1K,20.05,,19.36,,11
2079,M31GC J004500+413339,1849.68,100,2009AJ....137...94C,20.05,,19.36,,11
3571,M31GC J004503+414703,2420.08,100,2009AJ....137...94C,21.85,,19.95,,10
3572,M31GC J004503+414703,2420.08,100,2010MNRAS.402..803P,21.85,,19.95,,10
3482,M31GC J004504+414621,2398.04,100,2009AJ....137...94C,19.97,,18.43,,12
3483,M31GC J004504+414621,2398.04,100,2010MNRAS.402..803P,19.97,,18.43,,12
3484,M31GC J004508+414531,2387.57,100,2009AJ....137...94C,20.23,,20.2,,11
3485,M31GC J004508+414531,2387.57,100,2010MNRAS.402..803P,20.23,,20.2,,11
3486,M31GC J004510+414223,2271.96,75,2010MNRAS.402..803P,19.91,,19.37,,7
3487,M31GC J004510+414223,2271.96,100,2009AJ....137...94C,19.91,,19.37,,7
3368,M31GC J004511+420012,3111.14,100,2009AJ....137...94C,17.16,18.42,18.36,,17
3369,M31GC J004511+420012,3111.14,100,2010MNRAS.402..803P,17.16,18.42,18.36,,17
3370,M31GC J004511+420012,3111.14,100,2012ApJ...752...95J,17.16,18.42,18.36,,17
3490,M31GC J004512+414020,2203.48,75,2010MNRAS.402..803P,21.18,,19.08,,12
3491,M31GC J004512+414020,2203.48,100,2009AJ....137...94C,21.18,,19.08,,12
3564,M31GC J004514+414226,2305.21,50,2007AJ....134..706K,18.9,18.71,18.56,18.17,15
3565,M31GC J004514+414226,2305.21,100,2009AJ....137...94C,18.9,18.71,18.56,18.17,15
3566,M31GC J004514+414226,2305.21,100,2010MNRAS.402..803P,18.9,18.71,18.56,18.17,15
3497,M31GC J004516+414322,2362.15,50,2007AJ....134..706K,20.38,,19.92,,10
3498,M31GC J004516+414322,2362.15,100,2009AJ....137...94C,20.38,,19.92,,10
3499,M31GC J004516+414322,2362.15,100,2010MNRAS.402..803P,20.38,,19.92,,10
3500,M31GC J004517+413933,2222.02,100,2009AJ....137...94C,,,20.25,,6
3501,M31GC J004517+413933,2222.02,100,2010MNRAS.402..803P,,,20.25,,6
3504,M31GC J004518+414058,2279.5,100,2009AJ....137...94C,20.18,,19.01,,10
3505,M31GC J004518+414058,2279.5,100,2010MNRAS.402..803P,20.18,,19.01,,10
3502,M31GC J004518+414153,2315.08,100,2009AJ....137...94C,20.63,,20.1,,9
3503,M31GC J004518+414153,2315.08,100,2010MNRAS.402..803P,20.63,,20.1,,9
3508,M31GC J004522+414757,2605.9,100,2009AJ....137...94C,21.5,,19.78,,12
3509,M31GC J004522+414757,2605.9,100,2010MNRAS.402..803P,21.5,,19.78,,12
3510,M31GC J004526+414552,2547.78,100,2009AJ....137...94C,19.93,,19.04,,12
3511,M31GC J004526+414552,2547.78,100,2010MNRAS.402..803P,19.93,,19.04,,12
3513,M31GC J004528+414204,2409.21,100,2009AJ....137...94C,20.25,,19.57,,11
3514,M31GC J004528+414204,2409.21,100,2010MNRAS.402..803P,20.25,,19.57,,11
3515,M31GC J004528+414929,2721.13,100,2009AJ....137...94C,19.42,,18.11,,12
3516,M31GC J004528+414929,2721.13,100,2010MNRAS.402..803P,19.42,,18.11,,12
3519,M31GC J004532+414334,2504.09,100,2009AJ....137...94C,20.6,,20.07,,9
3520,M31GC J004532+414334,2504.09,100,2010MNRAS.402..803P,20.6,,20.07,,9
3517,M31GC J004532+414932,2750.32,100,2009AJ....137...94C,20.1,,18.05,,10
3518,M31GC J004532+414932,2750.32,100,2010MNRAS.402..803P,20.1,,18.05,,10
3523,M31GC J004533+414220,2463.02,100,2009AJ....137...94C,20,,18.86,,15
3524,M31GC J004533+414220,2463.02,100,2010MNRAS.402..803P,20,,18.86,,15
3525,M31GC J004536+414518,2600.86,100,2009AJ....137...94C,20.98,,18.98,,11
3526,M31GC J004536+414518,2600.86,100,2010MNRAS.402..803P,20.98,,18.98,,11
3527,M31GC J004537+414011,2422.98,100,2009AJ....137...94C,20.63,,19.76,,9
3528,M31GC J004537+414011,2422.98,100,2010MNRAS.402..803P,20.63,,19.76,,9
3531,M31GC J004546+414820,2812.72,100,2009AJ....137...94C,20.36,,19.42,,10
3532,M31GC J004546+414820,2812.72,100,2010MNRAS.402..803P,20.36,,19.42,,10
3533,M31GC J004547+414523,2697.83,100,2009AJ....137...94C,,,20.26,,6
3534,M31GC J004547+414523,2697.83,100,2010MNRAS.402..803P,,,20.26,,6
3535,M31GC J004549+414820,2832.94,100,2009AJ....137...94C,19.46,,18.39,,12
3536,M31GC J004549+414820,2832.94,100,2010MNRAS.402..803P,19.46,,18.39,,12
3537,M31GC J004550+413926,2509.5,100,2009AJ....137...94C,20.54,,18.87,,10
3538,M31GC J004550+413926,2509.5,100,2010MNRAS.402..803P,20.54,,18.87,,10
3208,M31GC J004550+414818,2840.1,25,2009AJ....137...94C,,,19.86,,10
3209,M31GC J004550+414818,2840.1,75,2010MNRAS.402..803P,,,19.86,,10
2624,M31GC J004551+403023,3463.44,75,2010MNRAS.402..803P,18.14,17.93,17.02,,7
2625,M31GC J004627+410323,2619.65,100,2009AJ....137...94C,17.87,17.77,16.81,,9
2757,M31GC J004632+392423,7217.18,100,2009AJ....137...94C,17.33,17.15,16.51,,9
3180,M31GC J004641+415002,3348.07,0,2009AJ....137...94C,19.93,19.06,17.65,,7
3555,M31GC J004642+421546,4457.78,100,2009AJ....137...94C,18.55,,19.82,,15
3556,M31GC J004642+421546,4457.78,100,2010MNRAS.402..803P,18.55,,19.82,,15
3557,M31GC J004642+421546,4457.78,100,2012ApJ...752...95J,18.55,,19.82,,15
3374,M31GC J004646+424841,6163.96,0,2010MNRAS.402..803P,,19.226,18.092,17.625,9
3375,M31GC J004725+423944,5912.29,0,2010MNRAS.402..803P,,19.898,18.435,17.659,8
3439,M31GC J004754+424402,6305.38,75,2010MNRAS.402..803P,,19.285,18.582,18.306,13
3431,M31GC J004810+422521,5528.42,25,2009AJ....137...94C,18.87,18.31,16.77,,8
3433,M31GC J004829+421840,5381.76,0,2010MNRAS.402..803P,,20.375,19.424,18.67,8
3434,M31GC J004848+423245,6135.49,0,2010MNRAS.402..803P,,19.987,19.028,19.045,12
3435,M31GC J004848+423245,6135.49,100,2009AJ....137...94C,,19.987,19.028,19.045,12
3437,M31GC J004921+421616,5722.5,75,2010MNRAS.402..803P,,19.663,18.793,18.618,15
3335,M31GC J005159+413518,6339.73,75,2010MNRAS.402..803P,,17.7,16.84,,8
3568,M31GC J005314+413324,7164.44,100,2009AJ....137...94C,,,,,13
3569,M31GC J005314+413324,7164.44,100,2010MNRAS.402..803P,,,,,13
3570,M31GC J005314+413324,7164.44,100,2016ApJ...824...42C,,,,,13
5459,M31N 1920-10a,83,90,2004yCat.2250....0S,,,17.2,,3
5210,M31N 1925-01a,313.99,90,2004yCat.2250....0S,,16.8,17.1,,5
5309,M31N 1932-07a,963.55,90,2004yCat.2250....0S,,,15.5,,3
5306,M31N 1964-11b,84.54,90,2004yCat.2250....0S,,14.95,15,,10
5300,M31N 1983-01a,589.64,90,2004yCat.2250....0S,,,15.1,,3
3712,M31N 1987-09a,485.85,100,2011ApJ...734...12S,,,,,3
3713,M31N 1987-10a,108.27,100,2011ApJ...734...12S,,,,,3
3714,M31N 1989-08a,388.99,100,2011ApJ...734...12S,,,,,3
3715,M31N 1989-08b,60.11,100,2011ApJ...734...12S,,,,,3
3716,M31N 1989-08c,409,100,2011ApJ...734...12S,,,,,3
3717,M31N 1989-09a,276.56,100,2011ApJ...734...12S,,,,,3
3718,M31N 1989-10a,188.81,100,2011ApJ...734...12S,,,,,3
5293,M31N 1991-01a,1010.07,90,2004yCat.2250....0S,,15.1,17.5,,3
2257,M31N 1992-11b,204.71,100,2011ApJ...734...12S,,,,,7
6912,M31N 1993-06a,96.9,100,2011ApJ...734...12S,,,,,3
6913,M31N 1993-10g,119.69,90,2004yCat.2250....0S,,16.35,16.3,,11
6914,M31N 1993-10g,119.69,100,2011ApJ...734...12S,,16.35,16.3,,11
6915,M31N 1993-11c,103.49,90,2004yCat.2250....0S,,16.8,16.8,,8
6916,M31N 1993-11c,103.49,100,2011ApJ...734...12S,,16.8,16.8,,8
5211,M31N 1998-06a,602.37,90,2004yCat.2250....0S,,,16.7,,9
4206,M31N 1999-10a,65.31,100,2011ApJ...734...12S,,,,,7
4207,M31N 2000-07a,108.08,60,2008A&A...480..599S,,,,16.8,21
2250,M31N 2001-10a,318.64,100,2011ApJ...734...12S,,,,17,15
4213,M31N 2004-11b,285.7,100,2011ApJ...734...12S,,,,16.6,9
2916,M31N 2005-06d,1902.22,100,2011ApJ...734...12S,,,,,3
5212,M31N 2005-09b,4299.99,100,2011ApJ...734...12S,,,,,7
4238,M31N 2005-09c,3908.53,100,2011ApJ...734...12S,,,,,6
6819,M31N 2006-10a,737.22,100,2011ApJ...734...12S,,,,,2
6629,M31N 2006-10b,2684.2,100,2011ApJ...734...12S,,,,,6
4196,M31N 2006-11a,605.55,100,2011ApJ...734...12S,,,,16,10
6920,M31N 2006-12a,300.81,100,2011ApJ...734...12S,,,,,4
6921,M31N 2006-12b,627.72,100,2011ApJ...734...12S,,,,,2
6922,M31N 2007-02a,2221.66,100,2011ApJ...734...12S,,,,,1
6909,M31N 2007-02b,728.07,100,2011ApJ...734...12S,,,,16.7,6
4198,M31N 2007-07b,118.02,100,2011ApJ...734...12S,,,,,5
4197,M31N 2007-07c,226.42,100,2011ApJ...734...12S,,,,,10
4200,M31N 2007-07e,97.31,100,2011ApJ...734...12S,,,,,5
6630,M31N 2007-07f,3071.21,100,2011ApJ...734...12S,,,,,3
6631,M31N 2007-08d,3571.91,100,2011ApJ...734...12S,,,,,4
4201,M31N 2007-10a,776.67,100,2011ApJ...734...12S,,,,,8
4233,M31N 2007-11b,1079.63,100,2011ApJ...734...12S,,,,,6
4234,M31N 2007-11c,223.74,100,2011ApJ...734...12S,,,,,8
4235,M31N 2007-11d,1953.4,100,2011ApJ...734...12S,,,,,13
4237,M31N 2007-11e,3438.17,100,2011ApJ...734...12S,,,,,7
4240,M31N 2007-12a,1620.05,100,2011ApJ...734...12S,,,,,5
4241,M31N 2007-12d,674.24,100,2011ApJ...734...12S,,,,17.2,6
6940,M31N 2008-05c,365.11,100,2011ApJ...734...12S,,,,15.5,2
6941,M31N 2008-06b,202.64,100,2011ApJ...734...12S,,,,12.7,2
6932,M31N 2008-08c,612.01,100,2011ApJ...734...12S,,,,,3
5274,M31N 2008-08d,6694.66,100,2011ApJ...734...12S,,,,,3
6923,M31N 2008-09a,817.42,100,2011ApJ...734...12S,,,,,4
6924,M31N 2008-09a,817.42,~,2008ATel.1717....1K,,,,,4
6925,M31N 2008-09c,857.25,100,2011ApJ...734...12S,,,,,4
6926,M31N 2008-09c,857.25,~,2008ATel.1719....1K,,,,,4
6927,M31N 2008-10a,2386.65,100,2011ApJ...734...12S,,,,,1
6928,M31N 2008-10b,235.47,100,2011ApJ...734...12S,,,,,5
6929,M31N 2008-11a,1014.78,100,2011ApJ...734...12S,,,,,2
6944,M31N 2008-12b,255.73,100,2011ApJ...734...12S,,,,,5
6945,M31N 2008-12b,255.73,~,2009ATel.1886....1K,,,,,5
6930,M31N 2009-01a,1418.5,100,2011ApJ...734...12S,,,,,2
6931,M31N 2009-02a,1401.23,100,2011ApJ...734...12S,,,,,3
6946,M31N 2009-08a,175.29,100,2011ApJ...734...12S,,,,,11
6933,M31N 2009-10b,268.17,100,2011ApJ...734...12S,,,,,22
6934,M31N 2009-10c,19.19,100,2011ApJ...734...12S,,,,,13
6935,M31N 2009-11a,1518.16,100,2011ApJ...734...12S,,,,,6
6936,M31N 2009-11b,427.47,100,2011ApJ...734...12S,,,,,9
6938,M31N 2009-11c,373.49,100,2011ApJ...734...12S,,,,,8
6937,M31N 2009-11d,1056.09,100,2011ApJ...734...12S,,,,,8
6939,M31N 2009-11e,214.11,100,2011ApJ...734...12S,,,,,10
3930,M31N 2012-03b,507.35,90,2004yCat.2250....0S,,,17.5,,10
2321,M31OC J004000+403326,3166.28,100,2007PASP..119....7K,,19.53,19.29,,8
2322,M31OC J004000+403326,3166.28,100,2009AJ....137...94C,,19.53,19.29,,8
2323,M31OC J004000+403326,3166.28,100,2010MNRAS.402..803P,,19.53,19.29,,8
2324,M31OC J004008+403507,3035.29,100,2007PASP..119....7K,,21.04,20.61,,2
3145,M31OC J004442+415122,2492.7,100,2007PASP..119....7K,20.6,20.66,20.26,,7
3146,M31OC J004442+415122,2492.7,100,2012ApJ...752...95J,20.6,20.66,20.26,,7
3162,M31OC J004442+415237,2558.35,100,2007PASP..119....7K,19.47,19.76,19.51,,6
3163,M31OC J004442+415237,2558.35,100,2012ApJ...752...95J,19.47,19.76,19.51,,6
3148,M31OC J004450+415211,2584.43,100,2007PASP..119....7K,20.93,20.8,20.57,,6
3149,M31OC J004450+415211,2584.43,100,2012ApJ...752...95J,20.93,20.8,20.57,,6
2909,M31OC J004510+413646,2057.24,100,2007PASP..119....7K,16.58,18.35,18.36,,5
2546,M31SCC J003952+403141,3302.59,100,2007PASP..119....7K,,20.41,20.25,,3
2547,M31SCC J004001+403420,3113.09,100,2007PASP..119....7K,,20.83,20.51,,3
2548,M31SCC J004004+403440,3075.7,100,2007PASP..119....7K,,21.1,21.01,,3
2549,M31SCC J004012+403617,2939.86,100,2007PASP..119....7K,18.763,19.27,18.711,18.427,5
2550,M31SCC J004012+403617,2939.86,100,2008ApJS..177..174N,18.763,19.27,18.711,18.427,5
2551,M31SCC J004013+403815,2841.03,100,2008ApJS..177..174N,19.737,,19.64,19.286,4
2552,M31SCC J004034+403351,2931.27,100,2007PASP..119....7K,,22.69,21.77,,2
2542,M31SCC J004158+405738,1223.64,100,2007PASP..119....7K,,21.8,21.69,,2
2553,M31SCC J004207+405801,1164.79,100,2007PASP..119....7K,,18.74,18.7,,2
3164,M31SCC J004441+415239,2556.64,100,2012ApJ...752...95J,19.12,,,,6
3167,M31SCC J004445+415107,2503.64,100,2007PASP..119....7K,,22.01,21.58,,2
3168,M31SCC J004447+415238,2587.82,100,2012ApJ...752...95J,20.81,,,,4
2545,M31SCC J004451+412924,1636.63,100,2007PASP..119....7K,,17.82,17.8,,2
2558,M31SCC J004458+413049,1753,100,2007PASP..119....7K,,20.17,20.35,,2
2906,M31SCC J004500+413057,1776.31,0,2009AJ....137...94C,,19.41,19.07,,3
2907,M31SCC J004500+413057,1776.31,100,2007PASP..119....7K,,19.41,19.07,,3
2910,M31SCC J004512+413716,2094.58,100,2007PASP..119....7K,17.35,18.21,17.61,,4
2911,M31SCC J004512+413727,2105.09,100,2007PASP..119....7K,,20.35,20.03,,4
2915,M31SCC J004514+413724,2115.62,100,2007PASP..119....7K,18.62,20.28,20.09,,5
1602,MAC 1-159,2502.36,100,2006AJ....131.2478M,17.143,18,18.141,18.132,6
1845,MAC 1-163,2434.65,100,2006AJ....131.2478M,16.427,17.19,17.149,17.071,2
1452,MAC 1-231,2434.75,100,2006AJ....131.2478M,17.16,18.332,18.561,18.617,16
1967,MAC 1-277,2522.75,100,2006AJ....131.2478M,16.185,17.315,17.357,17.309,16
2510,MAC 1-292,2381.96,100,2006AJ....131.2478M,16.401,16.713,17.824,18.082,6
2511,MAC 1-386,2462.97,100,2006AJ....131.2478M,18.401,19.437,19.498,19.497,2
1846,MAC 1-388,2472.98,100,2006AJ....131.2478M,17.693,18.824,18.968,18.992,3
6958,MAC 1-427,2458.72,100,2006AJ....131.2478M,17.182,17.856,17.687,17.369,2
1848,MAC 1-490,2475.42,100,2006AJ....131.2478M,18.353,19.577,19.734,19.8,3
1849,MAC 1-531,2394.25,100,2006AJ....131.2478M,18.715,19.744,19.88,19.878,3
1850,MAC 1-557,2396.57,100,2006AJ....131.2478M,19.729,20.264,20.71,20.606,7
1851,MAC 1-557,2396.57,100,2012ApJ...759...11N,19.729,20.264,20.71,20.606,7
1842,MAC 1-63,2469.12,100,2006AJ....131.2478M,17.282,18.347,18.485,18.486,3
1843,MAC 1-82,2436.52,100,2006AJ....131.2478M,17.665,18.759,18.933,18.912,7
1844,MAC 1-82,2436.52,100,2012ApJ...759...11N,17.665,18.759,18.933,18.912,7
2904,MAC 2-10,2032.1,100,2006AJ....131.2478M,17.648,18.671,18.803,18.807,2
2903,MAC 2-17,2034.34,100,2006AJ....131.2478M,17.287,18.225,18.337,18.349,2
4529,MAC 2-234,2148.64,100,2006AJ....131.2478M,17.459,18.43,18.456,18.441,8
4534,MAC 2-358,2190.13,100,2006AJ....131.2478M,17.525,18.601,18.651,18.633,8
2810,MAC 2-416,2129.6,100,2006AJ....131.2478M,17.699,17.629,17.066,16.708,3
3563,MAC 2-440,2186.78,100,2006AJ....131.2478M,18.919,20.03,20.134,20.158,2
3259,MAC 2-444,2137.86,100,2006AJ....131.2478M,17.914,19.035,19.096,19.087,9
6961,MAC 2-505,2197.05,100,2006AJ....131.2478M,16.49,17.151,17.023,16.897,3
3562,MAC 2-539,2226.89,100,2006AJ....131.2478M,18.746,19.797,19.773,19.708,2
2211,MAC 3-150,1441.57,100,2006AJ....131.2478M,18.22,19.216,19.277,19.236,4
6948,MAC 3-17,1334.4,100,2006AJ....131.2478M,16.916,17.904,17.964,17.969,8
2518,MAC 3-176,1507.61,100,2006AJ....131.2478M,18.364,19.342,19.397,19.436,3
2513,MAC 3-194,1533.42,100,2006AJ....131.2478M,18.065,18.918,18.92,18.891,2
2517,MAC 3-25,1349.09,100,2006AJ....131.2478M,18.257,19.241,19.339,19.321,3
2515,MAC 3-43,1437.22,75,2007AJ....134..706K,18.359,19.234,19.302,19.31,8
2516,MAC 3-43,1437.22,100,2006AJ....131.2478M,18.359,19.234,19.302,19.31,8
1711,MAC 3-64,1413.5,100,2006AJ....131.2478M,16.998,18.003,18.12,18.16,10
2514,MAC 3-7,1324.43,100,2006AJ....131.2478M,17.92,18.903,19.019,19.013,3
2512,MAC 3-76,1363.96,100,2006AJ....131.2478M,17.718,18.754,18.902,18.912,3
2893,MAC OB 42-2,1777.15,100,2012ApJ...759...11N,,,,,2
3252,MAC OB 48-1,2119.37,100,2006AJ....131.2478M,19.527,19.967,20.304,20.192,7
3253,MAC OB 48-1,2119.37,100,2012ApJ...759...11N,19.527,19.967,20.304,20.192,7
2894,MAC OB 48-2,2119.79,100,2006AJ....131.2478M,20.203,20.821,20.916,20.588,5
2895,MAC OB 48-2,2119.79,100,2012ApJ...759...11N,20.203,20.821,20.916,20.588,5
2806,MAC OB 48-3,2120.52,100,2006AJ....131.2478M,21.256,21.306,20.913,20.648,7
2807,MAC OB 48-3,2120.52,100,2012ApJ...759...11N,21.256,21.306,20.913,20.648,7
3038,MAC OB 54-1,2502.53,100,2006AJ....131.2478M,20.076,20.588,20.703,20.398,8
3039,MAC OB 54-1,2502.53,100,2012ApJ...759...11N,20.076,20.588,20.703,20.398,8
1527,MAC OB 69-1,1450.62,100,2006AJ....131.2478M,19.403,19.934,20.302,20.054,5
1528,MAC OB 69-1,1450.62,100,2012ApJ...759...11N,19.403,19.934,20.302,20.054,5
2506,MAC OB 69-2,1445.76,100,2006AJ....131.2478M,17.01,18.003,18.13,18.004,9
2507,MAC OB 69-2,1445.76,100,2012ApJ...759...11N,17.01,18.003,18.13,18.004,9
1529,MAC OB 69-3,1391.46,100,2006AJ....131.2478M,21.883,21.995,21.892,21.57,5
1530,MAC OB 69-3,1391.46,100,2012ApJ...759...11N,21.883,21.995,21.892,21.57,5
2508,MAC OB 69-4,1341,100,2006AJ....131.2478M,21.392,22.028,21.884,21.554,3
2509,MAC OB 69-4,1341,100,2012ApJ...759...11N,21.392,22.028,21.884,21.554,3
2012,MAC OB 69-F1,1305.72,100,2006AJ....131.2478M,21.502,21.603,21.307,21.025,4
2013,MAC OB 69-F1,1305.72,100,2012ApJ...759...11N,21.502,21.603,21.307,21.025,4
1525,MAC OB 78-3,2441.98,100,2006AJ....131.2478M,20.746,20.671,19.895,19.464,6
1526,MAC OB 78-3,2441.98,100,2012ApJ...759...11N,20.746,20.671,19.895,19.464,6
1419,MAC OB 78-5,2463.54,100,2006AJ....131.2478M,19.753,20.351,20.607,20.372,7
1420,MAC OB 78-5,2463.54,100,2012ApJ...759...11N,19.753,20.351,20.607,20.372,7
3558,MAC OB 102-1,4161.63,100,2006AJ....131.2478M,19.805,20.714,20.672,20.608,3
3559,MAC OB 102-1,4161.63,100,2012ApJ...759...11N,19.805,20.714,20.672,20.608,3
1523,MAC OB 135-1,3774.36,100,2006AJ....131.2478M,17.421,18.416,18.48,18.379,7
1524,MAC OB 135-1,3774.36,100,2012ApJ...759...11N,17.421,18.416,18.48,18.379,7
2014,MAC OB 136-1,3984.54,100,2006AJ....131.2478M,18.757,19.555,19.17,18.92,5
2015,MAC OB 136-1,3984.54,100,2012ApJ...759...11N,18.757,19.555,19.17,18.92,5
1521,MAC OB 138-1,3988.85,100,2006AJ....131.2478M,18.467,19.115,19.151,19.034,6
1522,MAC OB 138-1,3988.85,100,2012ApJ...759...11N,18.467,19.115,19.151,19.034,6
51,MCG+07-02-012,5931.52,0,2009AJ....137...94C,19.12,18.27,17.04,16.44,7
52,MCG+07-02-012,5931.52,0,2010MNRAS.402..803P,19.12,18.27,17.04,16.44,7
1426,MLA 95,3315.47,100,2006AJ....131.2478M,19.934,20.235,20.587,20.379,5
1427,MLA 95,3315.47,100,2012ApJ...759...11N,19.934,20.235,20.587,20.379,5
1417,MLA 201,2339.28,100,2006AJ....131.2478M,19.378,19.855,20.193,20.035,6
1418,MLA 201,2339.28,100,2012ApJ...759...11N,19.378,19.855,20.193,20.035,6
1424,MLA 206,2936.41,100,2006AJ....131.2478M,19.719,20.42,20.63,20.377,5
1425,MLA 206,2936.41,100,2012ApJ...759...11N,19.719,20.42,20.63,20.377,5
190,MLA 208,2138.01,100,2006AJ....131.2478M,19.332,19.907,20.179,19.987,7
191,MLA 208,2138.01,100,2012ApJ...759...11N,19.332,19.907,20.179,19.987,7
1415,MLA 376,995.78,100,2006AJ....131.2478M,19.866,20.161,20.383,20.25,5
1416,MLA 376,995.78,100,2012ApJ...759...11N,19.866,20.161,20.383,20.25,5
1533,MLA 377,1981.17,100,2008ApJS..177..174N,20.711,,19.814,19.389,5
205,MLA 395,1971.18,100,2006AJ....131.2478M,19.238,19.749,19.619,20.516,6
206,MLA 395,1971.18,100,2012ApJ...759...11N,19.238,19.749,19.619,20.516,6
1413,MLA 472,666.55,100,2006AJ....131.2478M,20.992,20.924,20.708,20.315,5
1414,MLA 472,666.55,100,2012ApJ...759...11N,20.992,20.924,20.708,20.315,5
203,MLA 548,863.88,100,2006AJ....131.2478M,18.761,19.504,19.654,19.583,6
204,MLA 548,863.88,100,2012ApJ...759...11N,18.761,19.504,19.654,19.583,6
1517,MLA 578,428.09,100,2006AJ....131.2478M,20.984,20.982,20.939,20.728,4
1518,MLA 578,428.09,100,2012ApJ...759...11N,20.984,20.982,20.939,20.728,4
1519,MLA 837,769.12,100,2006AJ....131.2478M,19.921,20.313,20.643,20.388,5
1520,MLA 837,769.12,100,2012ApJ...759...11N,19.921,20.313,20.643,20.388,5
1411,MLA 919,944.82,100,2006AJ....131.2478M,20.78,21.023,21.331,21.046,4
1412,MLA 919,944.82,100,2012ApJ...759...11N,20.78,21.023,21.331,21.046,4
1555,MLA 947,1282.81,100,2006AJ....131.2478M,18.858,19.25,19.671,19.535,5
1556,MLA 947,1282.81,100,2012ApJ...759...11N,18.858,19.25,19.671,19.535,5
1404,MLA 974,1116.58,100,2006AJ....131.2478M,20.197,20.567,20.742,20.5,4
1405,MLA 974,1116.58,100,2012ApJ...759...11N,20.197,20.567,20.742,20.5,4
1542,MLA 1020,1375.12,100,2012ApJ...759...11N,,,,,2
3040,MLA 1066,2690.27,100,2006AJ....131.2478M,20.03,20.442,20.721,20.498,4
3041,MLA 1066,2690.27,100,2012ApJ...759...11N,20.03,20.442,20.721,20.498,4
3242,MLA 1098,2830.34,100,2012ApJ...759...11N,,,23.27,,4
3418,MLA 1159,3577.4,100,2012ApJ...759...11N,,,,,3
3243,MLA 1177,2607.14,100,2012ApJ...759...11N,,,,,2
3256,MLA 1203,2637.69,100,2006AJ....131.2478M,19.776,20.164,20.625,20.528,5
3257,MLA 1203,2637.69,100,2012ApJ...759...11N,19.776,20.164,20.625,20.528,5
1635,NAME [G2012b] C014,1107.74,100,2006AJ....131.2478M,20.312,19.146,17.547,16.537,5
1716,NAME [G2012b] C016,1050.6,60,2008A&A...480..599S,,18.6,17.26,16.45,5
9108,NAME [G2012b] C026,860.18,0,2009ApJ...703..441D,,17.18,16.29,,1
9342,NAME [G2012b] C030,1080.03,0,2009ApJ...703..441D,,19.62,18.27,,1
9447,NAME [G2012b] C035,2023.74,0,2009ApJ...703..441D,,16.43,15.52,,1
4117,NAME [G2012b] C037,1886.31,0,2009AJ....137...94C,20.056,18.12,19.021,18.443,20
4118,NAME [G2012b] C037,1886.31,100,2004PASJ...56.1025K,20.056,18.12,19.021,18.443,20
4119,NAME [G2012b] C037,1886.31,100,2008ApJS..177..174N,20.056,18.12,19.021,18.443,20
4120,NAME [G2012b] C037,1886.31,100,2009AJ....137...94C,20.056,18.12,19.021,18.443,20
4121,NAME [G2012b] C037,1886.31,100,2010MNRAS.402..803P,20.056,18.12,19.021,18.443,20
1201,NAME [G2012b] C039,1314.77,0,2009AJ....137...94C,,,18.1,,7
1202,NAME [G2012b] C039,1314.77,0,2010MNRAS.402..803P,,,18.1,,7
6950,NAME [G2012b] C041,3108.03,75,2010MNRAS.402..803P,15.466,16.482,16.465,16.408,11
6951,NAME [G2012b] C041,3108.03,100,2006AJ....131.2478M,15.466,16.482,16.465,16.408,11
6952,NAME [G2012b] C041,3108.03,100,2009AJ....137...94C,15.466,16.482,16.465,16.408,11
3496,NAME [G2012b] C042,2420.78,100,2009AJ....137...94C,21.01,,,,6
1093,NAME [G2012b] C46,1968.82,75,2010MNRAS.402..803P,,,19.05,18.33,14
6784,NAME [G2012b] C9,1976.68,100,2008ApJS..177..174N,19.923,,19.463,19.254,8
6785,NAME [G2012b] C9,1976.68,100,2009AJ....137...94C,19.923,,19.463,19.254,8
6786,NAME [G2012b] C9,1976.68,100,2010MNRAS.402..803P,19.923,,19.463,19.254,8
4202,NAME AT 2017jdm,513.39,100,2011ApJ...734...12S,,,,17.8,11
1,NAME GS-SET,36617.94,100,2009AJ....137...94C,,,16.07,,5
187,NAME M31 RV,279.82,90,2004yCat.2250....0S,,,,,98
3170,NAME M31-EC1,3511.64,100,2010MNRAS.402..803P,,,17.6,,16
3171,NAME M31-EC1,3511.64,100,2016ApJ...824...42C,,,17.6,,16
3172,NAME M31-EC2,9681.22,100,2010MNRAS.402..803P,,,17.1,,19
3173,NAME M31-EC2,9681.22,100,2016ApJ...824...42C,,,17.1,,19
